URL,AllMessagesFlag,Status
https://t.me/V2All,true,active
https://t.me/s/V2rayHapp,true,active
https://t.me/ghalagyann,true,active
https://t.me/vpnplusee_free,true,active
https://t.me/s/VlessConfig,true,active
https://t.me/s/external_net,true,active
https://t.me/Zed_NetMeli,true,active
https://t.me/iran_v2ray1,true,active
https://t.me/config_proxy,true,active
https://t.me/s/V2rayng_Fast,true,active
https://t.me/vpnserverrr,true,active
https://t.me/External_Net,true,active
https://t.me/TirexNet,true,active
https://t.me/s/SimChin_ir,true,active
https://t.me/s/stretten,true,active
https://t.me/God_internet1,true,active
https://t.me/ghalagyann2,true,active
https://t.me/Proxymelimon,true,active
https://t.me/s/v2mystery,true,active
https://t.me/s/V2pedia,true,active
https://t.me/ZHW_X_CLUB,true,active
https://t.me/s/kingmtp,true,active
https://t.me/s/vpnplusee_free,true,active
https://t.me/s/skivpn,true,active
https://t.me/MARAMBASHI,true,active
https://t.me/IraneAzad_Net,true,active
https://t.me/filembad,true,active
https://t.me/electvpn0,true,active
https://t.me/Va3lSho,true,active
https://t.me/vasl_bashim,true,active
https://t.me/s/Ae_proxy,true,active
https://t.me/s/v2rfa,true,active
https://t.me/taziyanteam,true,active
https://t.me/s/VIPV2rayNGNP,true,active
https://t.me/s/free_vpn02,true,active
https://t.me/s/irv2rey,true,active
https://t.me/PrivateVPNs,true,active
https://t.me/free_v2ray_npv,true,active
https://t.me/s/AzadNet,true,active
https://t.me/s/iP_CF,true,active
https://t.me/vpnv2rayngv,true,active
https://t.me/ConfingV2RaayNG,true,active
https://t.me/s/ipcloudflaretamiz,true,active
https://t.me/s/vpn_kanfik,true,active
https://t.me/Ahvaz_vpn,true,active
https://t.me/Farah_VPN,true,active
https://t.me/shadowsockskeys,true,active
https://t.me/meliproxyy,true,active
https://t.me/s/IraneAzad_Net,true,active
https://t.me/s/singbox1,true,active
https://t.me/free_vpn02,true,active
https://t.me/azadi_az_inja_migzare,true,active
https://t.me/V2rayTun0,true,active
https://t.me/s/meliproxyy,true,active
https://t.me/DirectVPN,true,active
https://t.me/vpnproxy_v2rayng,true,active
https://t.me/s/ghalagyann2,true,active
https://t.me/s/LonUp_M,true,active
https://t.me/s/freeland8,true,active
https://t.me/techbod,true,active
https://t.me/s/V2ray_Alpha,true,active
https://t.me/s/v2rayconfigamir,true,active
https://t.me/V2rayEnglish,true,active
https://t.me/s/v2rayngcustom,true,active
https://t.me/G0Dv2ray,true,active
https://t.me/v2ray_configs_pool,true,active
https://t.me/s/shadowsockskeys,true,active
https://t.me/s/KurdConfing,true,active
https://t.me/vaslshiiimm,true,active
https://t.me/v2rayng_fars,true,active
https://t.me/proxymelie_ir,true,active
https://t.me/proxy_kafee,true,active
https://t.me/sharecentrepro,true,active
https://t.me/v2rayNG_Matsuri,true,active
https://t.me/Surfboardv2ray,true,active
https://t.me/s/DrovOne,true,active
https://t.me/s/vistav2ray,true,active
https://t.me/v2ray_freex,true,active
https://t.me/vip_vpn_2022,true,active
https://t.me/i10VPN,true,active
https://t.me/ultrasurf_12,true,active
https://t.me/s/wxdy666,true,active
https://t.me/s/guard_revil,true,active
https://t.me/ShadowProxy66,true,active
https://t.me/dns68,true,active
https://t.me/s/hotspotproxy,true,active
https://t.me/s/ghalagyann,true,active
https://t.me/appsooner,true,active
https://t.me/VlessConfig,true,active
https://t.me/s/vip_vpn_2022,true,active
https://t.me/s/fv2ray,true,active
https://t.me/s/moft_vpn,true,active
https://t.me/s/antimeli,true,active
https://t.me/s/vless1,true,active
https://t.me/s/npvv2rayfilter,true,active
https://t.me/s/srcvpn,true,active
https://t.me/s/proxy_kafee,true,active
https://t.me/s/freedatazone1,true,active
https://t.me/Father_vpn,true,active
https://t.me/s/filtershekan_channel,true,active
https://t.me/s/v2rayvpnchannel,true,active
https://t.me/0
https://t.me/00
https://t.me/002
https://t.me/019
https://t.me/029
https://t.me/0321
https://t.me/04cc4ef1beb1b536
https://t.me/0b9ed
https://t.me/0ger
https://t.me/0igzma
https://t.me/0ilcfli0
https://t.me/1
https://t.me/100
https://t.me/1000site
https://t.me/101reel
https://t.me/102
https://t.me/103
https://t.me/104
https://t.me/106
https://t.me/107
https://t.me/108
https://t.me/109
https://t.me/10a1fd726
https://t.me/11
https://t.me/111
https://t.me/112
https://t.me/113
https://t.me/114
https://t.me/116
https://t.me/118
https://t.me/118ejob
https://t.me/118nahal
https://t.me/119
https://t.me/120
https://t.me/121
https://t.me/122
https://t.me/123
https://t.me/124
https://t.me/125
https://t.me/126
https://t.me/127
https://t.me/12746
https://t.me/128
https://t.me/129
https://t.me/13
https://t.me/130
https://t.me/131
https://t.me/132
https://t.me/134
https://t.me/135
https://t.me/136
https://t.me/137
https://t.me/138
https://t.me/139
https://t.me/13c2c931
https://t.me/14
https://t.me/140
https://t.me/141
https://t.me/142
https://t.me/143
https://t.me/144
https://t.me/145
https://t.me/146
https://t.me/147
https://t.me/147135001195
https://t.me/147135004002
https://t.me/148
https://t.me/149
https://t.me/15
https://t.me/150
https://t.me/151
https://t.me/152
https://t.me/153
https://t.me/154
https://t.me/155
https://t.me/156
https://t.me/157
https://t.me/158
https://t.me/159
https://t.me/16
https://t.me/160
https://t.me/161
https://t.me/162
https://t.me/163
https://t.me/164
https://t.me/165
https://t.me/166
https://t.me/167
https://t.me/168
https://t.me/169
https://t.me/16927756605054
https://t.me/17
https://t.me/170
https://t.me/171
https://t.me/172
https://t.me/173
https://t.me/174
https://t.me/175
https://t.me/1750158741
https://t.me/176
https://t.me/177
https://t.me/178
https://t.me/179
https://t.me/18
https://t.me/180
https://t.me/181
https://t.me/182
https://t.me/183
https://t.me/184
https://t.me/185
https://t.me/188
https://t.me/18arcims
https://t.me/19
https://t.me/190
https://t.me/191
https://t.me/192
https://t.me/193
https://t.me/194
https://t.me/195
https://t.me/196
https://t.me/198
https://t.me/199
https://t.me/1da
https://t.me/1kdksjskskwkwodk
https://t.me/1lpxy6haqm
https://t.me/1om
https://t.me/2
https://t.me/20
https://t.me/202
https://t.me/203
https://t.me/204
https://t.me/205
https://t.me/206
https://t.me/207
https://t.me/208
https://t.me/209
https://t.me/210
https://t.me/211
https://t.me/212
https://t.me/213
https://t.me/216
https://t.me/217
https://t.me/218
https://t.me/219
https://t.me/220
https://t.me/221
https://t.me/222
https://t.me/223
https://t.me/22b
https://t.me/23
https://t.me/24lancer
https://t.me/25
https://t.me/27
https://t.me/2a6b8
https://t.me/2ad
https://t.me/2app
https://t.me/2apples
https://t.me/2topic
https://t.me/2xhotult
https://t.me/3
https://t.me/300
https://t.me/3001
https://t.me/300232332
https://t.me/3049c
https://t.me/31
https://t.me/3254
https://t.me/3347c
https://t.me/3380
https://t.me/34
https://t.me/347296211110
https://t.me/35
https://t.me/36
https://t.me/36sw
https://t.me/37
https://t.me/37050813702269272654038283817908
https://t.me/38
https://t.me/391907cc
https://t.me/3FreakConfig
https://t.me/3afcf
https://t.me/3fdd2
https://t.me/4
https://t.me/40
https://t.me/40sport
https://t.me/42
https://t.me/421
https://t.me/422
https://t.me/423
https://t.me/43
https://t.me/43b35ef5
https://t.me/43b8d
https://t.me/44
https://t.me/44kdksjskskwkwodk
https://t.me/45
https://t.me/4560c642
https://t.me/46
https://t.me/47
https://t.me/49
https://t.me/4efad
https://t.me/4kia
https://t.me/4unstopvpn
https://t.me/5
https://t.me/50
https://t.me/51
https://t.me/52
https://t.me/532d4
https://t.me/54
https://t.me/56
https://t.me/57
https://t.me/58
https://t.me/59
https://t.me/5afb0
https://t.me/5dc18
https://t.me/60
https://t.me/60GB
https://t.me/60ysrd9
https://t.me/61
https://t.me/62
https://t.me/629
https://t.me/63
https://t.me/630
https://t.me/638825998487466587
https://t.me/638930382260455538
https://t.me/638942912656604786
https://t.me/638949521660379297
https://t.me/638965946052583460
https://t.me/638975946113348099
https://t.me/64
https://t.me/65
https://t.me/66
https://t.me/67
https://t.me/68
https://t.me/69
https://t.me/69cha1
https://t.me/69d93
https://t.me/6kdksjskskwkwodk
https://t.me/6t8q56c58d
https://t.me/6unstopvpn
https://t.me/70
https://t.me/71
https://t.me/71e27
https://t.me/72
https://t.me/74
https://t.me/75
https://t.me/76
https://t.me/77
https://t.me/78
https://t.me/79
https://t.me/8
https://t.me/80
https://t.me/81
https://t.me/82
https://t.me/83
https://t.me/84
https://t.me/85
https://t.me/86
https://t.me/87
https://t.me/88
https://t.me/89
https://t.me/8c60b
https://t.me/8tv68qhq
https://t.me/90
https://t.me/9052b030
https://t.me/91
https://t.me/92
https://t.me/93
https://t.me/93343878961078676381579883502615
https://t.me/93k
https://t.me/94
https://t.me/95
https://t.me/96052821
https://t.me/96110
https://t.me/97
https://t.me/97cc76e9
https://t.me/98
https://t.me/98f4acfe
https://t.me/99
https://t.me/99tw02
https://t.me/AB_841
https://t.me/ALIILAPRO_Config
https://t.me/ALL
https://t.me/AZARBAYJAB1
https://t.me/AZARBAYJAB1_AZARBAYJAB1_AZARBAYJAB1_AZARBAYJAB1
https://t.me/Ads_Central_Net
https://t.me/Ads_Central_Netv2RayTun
https://t.me/AkbarConfig
https://t.me/Alfa_v2ray_ng
https://t.me/Alfred_Config
https://t.me/Alfred_ConfigTEL
https://t.me/AliXTso
https://t.me/AlienVPN402
https://t.me/All
https://t.me/AmiroNetwork
https://t.me/ArFilter
https://t.me/ArV2ray
https://t.me/ArV2ry
https://t.me/Arch
https://t.me/Archive_Android
https://t.me/Arfilter
https://t.me/Arpc
https://t.me/As
https://t.me/Asak_Vpn
https://t.me/AzarakhshProxy
https://t.me/Azarakhsh_Proxy
https://t.me/Azarbayja1
https://t.me/Azarbayjab1
https://t.me/BITPIN
https://t.me/B_VPN_free
https://t.me/Back
https://t.me/Biavaslim
https://t.me/Blue1
https://t.me/BlueberryNetWork
https://t.me/BugFreeNet
https://t.me/Bug_vpn
https://t.me/CF
https://t.me/CHARMInG
https://t.me/CHAtgPT
https://t.me/CONFiGLiNE
https://t.me/CUSTOMIZEV2ray
https://t.me/CUSTOMVPNSERVER
https://t.me/CaV2ray
https://t.me/Capital_NET
https://t.me/CapoitChannel
https://t.me/Cf
https://t.me/Channel
https://t.me/ChatGPT
https://t.me/Chatgpt
https://t.me/Cia
https://t.me/ComMUNaL
https://t.me/ConfigTell
https://t.me/ConfigV2RayNG
https://t.me/ConfigV2rayForFree
https://t.me/Config_Rayegan
https://t.me/Config_v2ray
https://t.me/Confingman
https://t.me/Cz
https://t.me/DHLIM0
https://t.me/Daily_Configs
https://t.me/De20
https://t.me/DeEp
https://t.me/DeamNet_Proxy
https://t.me/DigiV2ray
https://t.me/Digiv2ray
https://t.me/Dnss
https://t.me/Dot
https://t.me/ELiV2RAY
https://t.me/ELiV2Ray
https://t.me/ELiV2ray
https://t.me/EVAY_VPN
https://t.me/EXPRESSVPN_420
https://t.me/Edvard
https://t.me/Em
https://t.me/Enzewa_Network
https://t.me/Evay
https://t.me/Evay_vp
https://t.me/Evay_vpn
https://t.me/Everyday
https://t.me/Everyday_VPN
https://t.me/EzAccess1
https://t.me/Ezaccess1
https://t.me/F
https://t.me/FASTLY
https://t.me/FILTERK0SH
https://t.me/FNET00
https://t.me/FOX_VPN66
https://t.me/FOX_VPN66_GP
https://t.me/FREE2CONFIG
https://t.me/FREEV2RNG
https://t.me/FREE_VPN02
https://t.me/FREEv2RNG
https://t.me/FaStly5
https://t.me/Farah_VP
https://t.me/FarazV2ray
https://t.me/FastFreeConfig
https://t.me/FastNetTools
https://t.me/Fast_2ray_telchannelll2
https://t.me/FergalVpnMod
https://t.me/FreakConfig
https://t.me/Freakconfig136
https://t.me/Freakconfig139
https://t.me/Freakconfigs
https://t.me/Freakconfigs1
https://t.me/Freakconfigs11
https://t.me/Freakconfigs12
https://t.me/Freakconfigs13
https://t.me/Freakconfigs8
https://t.me/Freakconfigs9
https://t.me/FreeC
https://t.me/FreeOnlineVPN
https://t.me/FreeVPNHomes
https://t.me/FreeVlessVpn
https://t.me/Free_HTTPCustom
https://t.me/Free_HTTPCustum
https://t.me/Free_VPN_CH
https://t.me/FuseVPN
https://t.me/G10
https://t.me/GHALAGYANN
https://t.me/GRumpY
https://t.me/Garnet_Free
https://t.me/Ge10
https://t.me/Golestan_VPN
https://t.me/Goto
https://t.me/HABVPN
https://t.me/HTTPCustomLand
https://t.me/Hacknashid
https://t.me/Hddify
https://t.me/HiByeVPNN
https://t.me/Hope_Net
https://t.me/Hope_Netss
https://t.me/Hope_Nettrojan
https://t.me/HpV2rayNG
https://t.me/IP_CF
https://t.me/IRAN_V2RAY1
https://t.me/ISVvpn
https://t.me/Ikco
https://t.me/Imc
https://t.me/Ip
https://t.me/Iran_V2ray1
https://t.me/Irancloud
https://t.me/JOIN
https://t.me/JOKERRVPN
https://t.me/JOKERRVPNJoin_Bade_Channel
https://t.me/JavidnamanIran
https://t.me/Join
https://t.me/KAFING_2
https://t.me/KING_V2RAAY
https://t.me/KING_V2raay
https://t.me/Kayh_GNG
https://t.me/L
https://t.me/LIGHTNING6
https://t.me/L_AGVPN13
https://t.me/LegenderY_Servers
https://t.me/LiV2ray
https://t.me/Line2
https://t.me/Live
https://t.me/Ln2Ray
https://t.me/M
https://t.me/M3HDIO1
https://t.me/MARAMBASHI_MARAMBASHI_MARAMBASHI
https://t.me/MARAMBASHI_MARAMBASHI_MARAMBASHI_MARAMBASHI_MARAMBASHI
https://t.me/MEHDIO1
https://t.me/MOFT_VPN
https://t.me/MTN
https://t.me/MaSTeRSeRV
https://t.me/MaSTeRSeRVeR1
https://t.me/Magsin_Vpn
https://t.me/MainV2
https://t.me/Marisa_kristi
https://t.me/Marisa_kristifp
https://t.me/Mazne
https://t.me/Maznet
https://t.me/Mci
https://t.me/Mester_V2
https://t.me/MiTiVPN
https://t.me/MikasaVpn
https://t.me/MoftConfig
https://t.me/MoftConfigThe
https://t.me/Moft_Vpn
https://t.me/Moft_vpn
https://t.me/MorPhiNn
https://t.me/MrConfig_Channel
https://t.me/MrV2Ray
https://t.me/Mrsoulb
https://t.me/MsV2ray
https://t.me/MxlShare
https://t.me/N
https://t.me/NETMelliAnti
https://t.me/NEUROVANCE
https://t.me/NEXUPROXY
https://t.me/NIM_VPN_ir
https://t.me/NOiSEtdm
https://t.me/NUFiLTER
https://t.me/NamazVPN
https://t.me/Net
https://t.me/Net_Private
https://t.me/NetifyVPN
https://t.me/Network_442
https://t.me/NoraPingBot
https://t.me/Notif_Chat
https://t.me/Npvtunnell
https://t.me/OBEDiENT
https://t.me/OV
https://t.me/OV2
https://t.me/Outline_Vpn
https://t.me/Outline_ir
https://t.me/PARMIS
https://t.me/POLPROXY
https://t.me/PQV2RAY
https://t.me/PROXY_
https://t.me/Parspack
https://t.me/Peweza3
https://t.me/Pirimod_Nexttt
https://t.me/PlanB_Proxy
https://t.me/Platform
https://t.me/ProxiIraniii
https://t.me/ProxyPJ
https://t.me/ProxySnipe
https://t.me/ProxyVpn11
https://t.me/Proxy_sh
https://t.me/Pubgland_uc
https://t.me/Raiv2
https://t.me/Raiv2mmr
https://t.me/Rat_leak
https://t.me/RayanConf
https://t.me/Rayan_Config
https://t.me/Rose8
https://t.me/Rz
https://t.me/S1
https://t.me/S2
https://t.me/SERVER444
https://t.me/SHOPZONIX
https://t.me/SMALL
https://t.me/SOSkey
https://t.me/SOSkeyNET
https://t.me/SPEEDS_VPN
https://t.me/SR
https://t.me/STAPersiaNews
https://t.me/Selinc
https://t.me/Shadowsocks
https://t.me/ShadowsocksM
https://t.me/ShadowsocksM1vless
https://t.me/ShadowsocksM2
https://t.me/ShadowsocksM33
https://t.me/ShadowsocksM45
https://t.me/ShadowsocksM81
https://t.me/Shahbaaba
https://t.me/ShatakVPN
https://t.me/SheriffNet
https://t.me/Shh_Proxy
https://t.me/Si
https://t.me/SiNABiGO
https://t.me/SiNAVM
https://t.me/Skyportall
https://t.me/SnaPp
https://t.me/Snapp
https://t.me/Sobi_V
https://t.me/Sobi_Vpn
https://t.me/SolVPN
https://t.me/Spdnet
https://t.me/SpeeDTeST
https://t.me/Speedtest
https://t.me/SpringHQ
https://t.me/SryLove
https://t.me/Surfbo
https://t.me/Surfboa
https://t.me/Svir1
https://t.me/SvnTeam
https://t.me/T
https://t.me/TLS
https://t.me/TLS_v2ray
https://t.me/Tapsi
https://t.me/Telegram
https://t.me/TinyVpn
https://t.me/Tiny_VPN_Official
https://t.me/Tiny_VPN_Officialvless
https://t.me/Titan_V2rayVPN
https://t.me/ToYoTA_PRoXY
https://t.me/Trick_mobil
https://t.me/Ttt
https://t.me/TuV2ray
https://t.me/Tunder_vpn
https://t.me/Tunder_vpnhttps
https://t.me/Tunder_vpnss
https://t.me/TunizoNET
https://t.me/UCIRANIR
https://t.me/UK
https://t.me/UU10n
https://t.me/Unlimited
https://t.me/UnlimitedDev
https://t.me/V2
https://t.me/V2NET_IRAN
https://t.me/V2NOT
https://t.me/V2RAYROZ
https://t.me/V2RIRAN
https://t.me/V2RayOxygen
https://t.me/V2RayTz
https://t.me/V2Ray_Rolly
https://t.me/V2RayyNGvpn
https://t.me/V2TEAM
https://t.me/V2VIPCHANNEL
https://t.me/V2WRAY
https://t.me/V2ngFast
https://t.me/V2ray1ran2
https://t.me/V2rayAccess
https://t.me/V2rayAlpha
https://t.me/V2rayAmirh
https://t.me/V2rayArgoN
https://t.me/V2rayBaaz
https://t.me/V2rayBaaz_V2rayBaaz_V2rayBaaz_V2rayBaaz_V2rayBaaz_V2rayBaaz_V2rayBaaz_V2rayBaaz_V2rayBaaz_V2rayBaaz_V2rayBaaz_V2rayBaaz_V2rayBaaz_V2rayBaaz_V2rayBaaz_V2rayBaaz_V2rayBaaz_V2rayBaaz_V2rayBaaz_V2rayBaaz_V2rayBaaz_V2rayBaaz_V2rayBaaz_V2rayBaaz
https://t.me/V2rayBaz
https://t.me/V2rayGodVip
https://t.me/V2rayMiner
https://t.me/V2rayNG3
https://t.me/V2rayNG_SPDNet
https://t.me/V2rayNGcloud
https://t.me/V2raySeven
https://t.me/V2rayTEL
https://t.me/V2rayZs
https://t.me/V2ray_Custom
https://t.me/V2ray_NG
https://t.me/V2ray_alpha
https://t.me/V2ray_confiig
https://t.me/V2ray_confing33
https://t.me/V2ray_official
https://t.me/V2rayi_
https://t.me/V2rayweb
https://t.me/V2riraN
https://t.me/V2ry_Proxy
https://t.me/V2ynpv
https://t.me/VARZESH3
https://t.me/VIPV2rayNGNP
https://t.me/VIPro
https://t.me/VIProxys
https://t.me/VIProxystrojan
https://t.me/VKJi7
https://t.me/VMESS_RAY
https://t.me/VPN707
https://t.me/VPNAZADIE
https://t.me/VPNAzadiOfficiali
https://t.me/VPNCONECTD
https://t.me/VPNCONECTDTELEGRAM
https://t.me/VPNCUSTOMIZE
https://t.me/VPNCUSTOMIZE2
https://t.me/VPNHTTPInjectorfree
https://t.me/VPNHubMaRKeT
https://t.me/VPNTwitt
https://t.me/VPN_ROOM
https://t.me/VPN_VIP_NOR
https://t.me/VPNshop666
https://t.me/VRayyNGvpn
https://t.me/V_2rayngVpn
https://t.me/VaslMishi
https://t.me/Vi
https://t.me/ViPVpn_v2ray
https://t.me/ViV2ray
https://t.me/VilniusVPN
https://t.me/Vip_Price_List
https://t.me/Vip_Sec
https://t.me/Vip_Security
https://t.me/ViraPN
https://t.me/ViraV2ray
https://t.me/Viscaria2
https://t.me/VmessProtocol
https://t.me/Vmesskhodam
https://t.me/Vpn_Mikey
https://t.me/Vpn_jet7
https://t.me/Vpney
https://t.me/Vpnmasi
https://t.me/WEDBAZTEL
https://t.me/WLF
https://t.me/WWW
https://t.me/WangCai2
https://t.me/WangCai2flow
https://t.me/WedBaZTel
https://t.me/WedBaZtel
https://t.me/Wedbaz
https://t.me/WireXnet
https://t.me/WwW
https://t.me/Www
https://t.me/XNXV2RAY
https://t.me/XpnTeam
https://t.me/XsV2ray
https://t.me/XvProxy
https://t.me/YamYamProxy_YamYamProxy_YamYamProxy_YamYamProxy_YamYamProxy
https://t.me/YtTe3la
https://t.me/Ytte3la
https://t.me/ZEDMODEON
https://t.me/ZHW_X_CL
https://t.me/Zede_filteri
https://t.me/Zmaoz
https://t.me/Zula
https://t.me/a
https://t.me/a03
https://t.me/a1
https://t.me/a10
https://t.me/a15
https://t.me/a4b0e
https://t.me/aa01gg
https://t.me/aafrtpfxr
https://t.me/abaidusb5
https://t.me/abdzgg
